16:37:03 - INFO: Bulletin: businessindustryandtrade/business/businessservices/articles/businessimpactofcoronaviruscovid19survey/preliminaryweightedresults, MainPoints: None
16:41:35 - INFO: Bulletin: economy/inflationandpriceindices/articles/consumerpriceinflationbasketofgoodsandservices/2016, MainPoints: None
16:41:35 - INFO: Bulletin: economy/inflationandpriceindices/articles/fuelpricesexplainedabreakdownofthecostofpetrolanddiesel/2016-01-22, MainPoints: None
16:41:36 - INFO: Bulletin: economy/inflationandpriceindices/articles/consumerpriceinflationdetailedbriefingnoteapril2015/april2015, MainPoints: None
16:41:37 - INFO: Bulletin: economy/inflationandpriceindices/articles/consumerpriceinflationdetailedbriefingnotemarch2015/march2015, MainPoints: None
16:41:43 - INFO: Bulletin: economy/investmentspensionsandtrusts/articles/backgroundinformationontheoccupationalpensionschemessurveyopssstatisticalbulletin/2017-09-20, MainPoints: None
16:41:43 - INFO: Bulletin: economy/investmentspensionsandtrusts/articles/pensionersintheeuanduk/2017-09-05, MainPoints: None
16:41:44 - INFO: Bulletin: economy/investmentspensionsandtrusts/compendium/pensiontrends/2014-11-28, MainPoints: None
16:41:45 - INFO: Bulletin: economy/nationalaccounts/articles/dashboardunderstandingtheukeconomy/2017-02-22, MainPoints: None
16:41:48 - INFO: Bulletin: economy/nationalaccounts/uksectoraccounts/articles/realtimeindicatorsayearon/2021-06-07, MainPoints: None
16:41:49 - INFO: Bulletin: economy/nationalaccounts/uksectoraccounts/articles/economicstatisticssectorclassificationclassificationupdateandforwardworkplan/may2021, MainPoints: None
16:42:00 - INFO: Bulletin: economy/nationalaccounts/uksectoraccounts/articles/proposedchangestobeimplementedinbluebookandpinkbook2021/2021-02-01, MainPoints: None
16:42:09 - INFO: Bulletin: economy/nationalaccounts/uksectoraccounts/articles/coronavirusanditsimpactontheukinstitutionalsectoraccounts/quarter2aprtojune2020, MainPoints: None
16:42:10 - INFO: Bulletin: economy/nationalaccounts/supplyandusetables/articles/nationalaccountsdeflatorstrategy/september2020, MainPoints: None
16:42:10 - INFO: Bulletin: economy/nationalaccounts/uksectoraccounts/articles/detailedassessmentofchangestosectorandfinancialaccountsbalanceofpaymentsandquarterlygdp/1997to2018, MainPoints: None
16:42:13 - INFO: Bulletin: economy/nationalaccounts/uksectoraccounts/articles/improvementstothemeasurementofukgdp/anupdateonprogress, MainPoints: None
16:42:16 - INFO: Bulletin: economy/nationalaccounts/balanceofpayments/articles/coronavirusandtheeffectsontheukbalanceofpayments/2020-06-22, MainPoints: None
16:42:16 - INFO: Bulletin: economy/nationalaccounts/uksectoraccounts/articles/coronavirusandtheeffectsontheukinstitutionalsectoraccounts/2020-06-22, MainPoints: None
16:42:17 - INFO: Bulletin: economy/nationalaccounts/uksectoraccounts/articles/coronavirusandtheeffectsonukgdp/2020-05-06, MainPoints: None
16:42:20 - INFO: Bulletin: economy/nationalaccounts/uksectoraccounts/articles/realtimeturningpointindicatorsaukfocus/2020-04-27, MainPoints: None
16:42:23 - INFO: Bulletin: economy/nationalaccounts/uksectoraccounts/articles/experimentalhistoricaldataforthehouseholdsandnpishfinancialcategoriesaf6af7andaf8assetsandliabilities/2020-03-16, MainPoints: None
16:42:25 - INFO: Bulletin: economy/nationalaccounts/uksectoraccounts/compendium/economicreview/february2020, MainPoints: None
16:42:26 - INFO: Bulletin: economy/nationalaccounts/balanceofpayments/articles/asymmetriesintradedatadivingdeeperintoukbilateraltradedata/updatinganalysisofukbilateraltradedata, MainPoints: None
16:42:28 - INFO: Bulletin: economy/nationalaccounts/uksectoraccounts/articles/latestdevelopmentsandchangestobeimplementedinbluebookandpinkbook2020/2020-02-03, MainPoints: None
16:42:28 - INFO: Bulletin: economy/nationalaccounts/uksectoraccounts/articles/anewframeworkforukgdp/progresschallengesandthefuture, MainPoints: None
16:42:29 - INFO: Bulletin: economy/nationalaccounts/balanceofpayments/articles/fdiestimatesusingtheassetandliabilitymeasurementprincipleandrevisionstopreviouslypublishedestimates/2019-12-03, MainPoints: None
16:42:29 - INFO: Bulletin: economy/nationalaccounts/uksectoraccounts/articles/nationalaccountsarticles/areviewofhouseholdsmixedincomeestimatesandplansforupcomingimprovements, MainPoints: None
16:42:30 - INFO: Bulletin: economy/nationalaccounts/uksectoraccounts/articles/enhancedfinancialaccountsukflowoffundsusingcommercialdatainexperimentalstatistics/2019-11-26, MainPoints: None
16:42:31 - INFO: Bulletin: economy/nationalaccounts/uksectoraccounts/articles/potentialapplicationoftheeuropeanmarketinfrastructureregulationemirdatainthenationalaccounts/flowoffunds, MainPoints: None
16:42:34 - INFO: Bulletin: economy/nationalaccounts/uksectoraccounts/articles/enhancedfinancialaccountsukflowoffundsbankingsectorupdate/2019-11-26, MainPoints: None
16:42:35 - INFO: Bulletin: economy/nationalaccounts/uksectoraccounts/articles/economicstatisticstransformationprogrammeenhancedfinancialaccountsukflowoffunds2018matrixupdate/2019, MainPoints: None
16:42:35 - INFO: Bulletin: economy/nationalaccounts/balanceofpayments/articles/ukscurrentaccount/insightsanddefinitions, MainPoints: None
16:42:36 - INFO: Bulletin: economy/nationalaccounts/uksectoraccounts/articles/nationalaccountsarticleslatestdevelopmentsandchangestocapitalstockstobeimplementedinbluebook2019/2019-08-30, MainPoints: None
16:42:37 - INFO: Bulletin: economy/nationalaccounts/uksectoraccounts/articles/nationalaccountsarticlesdetailedassessmentofchangestosectorandfinancialaccounts1997to2016/2019-08-30, MainPoints: None
16:42:38 - INFO: Bulletin: economy/nationalaccounts/uksectoraccounts/articles/economicstatisticstransformationprogrammeenhancedfinancialaccountsukflowoffunds/historicalhouseholdsandnonprofitinstitutionsservinghouseholdsnpishsectorsdataonloansandequityandinvestmentfundsharesorunits, MainPoints: None
16:42:38 - INFO: Bulletin: economy/nationalaccounts/balanceofpayments/articles/classifyingspecialpurposeentitiesinukforeigndirectinvestmentstatisticsexperimentalanalysis/2019-06-03, MainPoints: None
16:42:41 - INFO: Bulletin: economy/nationalaccounts/uksectoraccounts/articles/analysisofincreasesinthenetcapitalstockoftransportequipmentfornonfinancialcorporationsuk/2013to2017, MainPoints: None
16:42:41 - INFO: Bulletin: economy/nationalaccounts/balanceofpayments/articles/exploringforeigninvestmentwheredoestheukinvestandwhoinvestsintheuk/2018-11-01, MainPoints: None
16:42:42 - INFO: Bulletin: economy/nationalaccounts/balanceofpayments/articles/uktradedevelopmentplan/achievementsandforwardlookoctober2018, MainPoints: None
16:42:43 - INFO: Bulletin: economy/nationalaccounts/balanceofpayments/articles/whyhastheuktradeingoodsdeficitwidenedinrealterms/2018-09-24, MainPoints: None
16:42:44 - INFO: Bulletin: economy/nationalaccounts/uksectoraccounts/articles/economicstatisticstransformationprogrammeenhancedfinancialaccountsukflowoffundsusingthomsonreutersdatatobetterunderstandtheeconomy/august2018, MainPoints: None
16:42:45 - INFO: Bulletin: economy/nationalaccounts/uksectoraccounts/articles/makingendsmeetarehouseholdslivingbeyondtheirmeans/2018-07-26, MainPoints: None
16:42:45 - INFO: Bulletin: economy/nationalaccounts/uksectoraccounts/articles/economicsstatisticstransformationprogrammeenhancedfinancialaccountsukflowoffundsshadowbankings124nonmoneymarketinvestmentfunds/2018-07-16, MainPoints: None
16:42:48 - INFO: Bulletin: economy/nationalaccounts/uksectoraccounts/articles/economicstatisticstransformationprogrammeenhancedfinancialaccountsukflowoffundsshadowbankingmoneymarketfunds/2018-05-08, MainPoints: None
16:42:48 - INFO: Bulletin: economy/nationalaccounts/uksectoraccounts/articles/economicstatisticstransformationprogrammeenhancedfinancialaccountsukflowoffundsshadowbankingintroductoryarticle/2018-05-01, MainPoints: None
16:42:49 - INFO: Bulletin: economy/nationalaccounts/uksectoraccounts/articles/experimentalfinancialstatisticsforinsuranceusingsolvencyiiregulatorydataenhancedfinancialaccountsukflowoffunds/2018-04-30, MainPoints: None
16:42:49 - INFO: Bulletin: economy/nationalaccounts/balanceofpayments/articles/tradeingoodscountrybycommodityexperimentaldata2011to2016/2018-04-16, MainPoints: None
16:42:52 - INFO: Bulletin: economy/nationalaccounts/supplyandusetables/articles/inputoutputanalyticaltables/methodsandapplicationtouknationalaccounts, MainPoints: None
16:42:55 - INFO: Bulletin: economy/nationalaccounts/uksectoraccounts/articles/doubledeflation/methodsandapplicationtouknationalaccountsexperimentalstatistics, MainPoints: None
16:42:56 - INFO: Bulletin: economy/nationalaccounts/balanceofpayments/articles/asymmetriesintradedataaukperspective/2017-07-13, MainPoints: None
16:42:56 - INFO: Bulletin: economy/nationalaccounts/uksectoraccounts/articles/moneyinfundedpensionsandinsuranceintheuknationalaccounts/1957to2015, MainPoints: None
16:42:59 - INFO: Bulletin: economy/nationalaccounts/balanceofpayments/articles/onsresponsetothenationalstatisticsqualityreviewoftheuksforeigndirectinvestmentsurvey/october2016, MainPoints: None
16:43:00 - INFO: Bulletin: economy/nationalaccounts/uksectoraccounts/articles/economicstatisticsclassificationarticle/statisticaltreatmentofthebankofenglandstermfundingschemeintheuknationalaccountsandpublicsectorfinances, MainPoints: None
16:43:00 - INFO: Bulletin: economy/nationalaccounts/balanceofpayments/articles/theimpactofrecentcurrencyfluctuationsonforeigndirectinvestmentfdistatistics/quarter2aprtojune2016, MainPoints: None
16:43:01 - INFO: Bulletin: economy/nationalaccounts/uksectoraccounts/articles/statisticalclassificationofregisteredprovidersofsocialhousinginscotlandwalesandnorthernireland/september2016, MainPoints: None
16:43:01 - INFO: Bulletin: economy/nationalaccounts/uksectoraccounts/articles/assessmentoftheukpostreferendumeconomy/september2016, MainPoints: None
16:43:02 - INFO: Bulletin: economy/nationalaccounts/balanceofpayments/articles/theuktradeandinvestmentrelationshipwiththeunitedstatesofamerica/2016, MainPoints: None
16:43:03 - INFO: Bulletin: economy/nationalaccounts/balanceofpayments/articles/uktradeandinvestmentwithsouthamerica/2016, MainPoints: None
16:43:05 - INFO: Bulletin: economy/nationalaccounts/supplyandusetables/articles/commentaryonsupplyandusebalancedestimatesofannualgdp/1997to2014, MainPoints: None
16:43:06 - INFO: Bulletin: economy/nationalaccounts/balanceofpayments/articles/analysisoftheuksinternationalinvestmentposition/2016, MainPoints: None
16:43:07 - INFO: Bulletin: economy/regionalaccounts/grossdisposablehouseholdincome/articles/mappingregionaldifferencesinproductivityandhouseholdincome/2021-05-17, MainPoints: None
16:43:10 - INFO: Bulletin: economy/regionalaccounts/grossdisposablehouseholdincome/articles/investigatinghouseholdexpenditureinislandcommunities/2018-10-31, MainPoints: None
16:43:10 - INFO: Bulletin: economy/regionalaccounts/grossdisposablehouseholdincome/articles/thefeasibilityofproducingregionalhouseholdfinalconsumptionexpenditureuk/2016, MainPoints: None
16:43:12 - INFO: Bulletin: economy/regionalaccounts/grossdisposablehouseholdincome/articles/supportingdevolutiondevelopmentsinregionalandlocalstatistics/2016-05-25, MainPoints: None
16:43:14 - INFO: Bulletin: employmentandlabourmarket/peopleinwork/employmentandemployeetypes/bulletins/averageweeklyearningsingreatbritain/june2021, MainPoints: None
16:43:21 - INFO: Bulletin: employmentandlabourmarket/peopleinwork/workplacepensions/bulletins/annualsurveyofhoursandearningspensiontables/2020provisionaland2019finalresults, MainPoints: None
16:43:25 - INFO: Bulletin: employmentandlabourmarket/peopleinwork/earningsandworkinghours/articles/whichjobsaremostlikelytohaveseenadropinpayduringthepandemic/2021-03-05, MainPoints: None
16:43:33 - INFO: Bulletin: employmentandlabourmarket/peopleinwork/earningsandworkinghours/bulletins/genderpaygapintheuk/2020, MainPoints: None
16:43:34 - INFO: Bulletin: employmentandlabourmarket/peopleinwork/earningsandworkinghours/bulletins/annualsurveyofhoursandearnings/2020, MainPoints: None
16:43:35 - INFO: Bulletin: employmentandlabourmarket/peopleinwork/employmentandemployeetypes/articles/coronavirusanditsimpactonthelabourforcesurvey/2020-10-13, MainPoints: None
16:43:40 - INFO: Bulletin: employmentandlabourmarket/peopleinwork/employmentandemployeetypes/articles/whichjobscanbedonefromhome/2020-07-21, MainPoints: None
16:43:43 - INFO: Bulletin: employmentandlabourmarket/peopleinwork/employmentandemployeetypes/articles/whichoccupationshavethehighestpotentialexposuretothecoronaviruscovid19/2020-05-11, MainPoints: None
16:43:44 - INFO: Bulletin: employmentandlabourmarket/peopleinwork/employmentandemployeetypes/articles/coronavirusandtheeffectsonuklabourmarketstatistics/2020-05-06, MainPoints: None
16:43:53 - INFO: Bulletin: employmentandlabourmarket/peopleinwork/employmentandemployeetypes/articles/reconciliationofestimatesofjobs/march2020, MainPoints: None
16:43:54 - INFO: Bulletin: employmentandlabourmarket/peopleinwork/labourproductivity/articles/productivitymeasurementhowtounderstandthedataaroundtheuksbiggesteconomicissue/2020-03-13, MainPoints: None
16:43:55 - INFO: Bulletin: employmentandlabourmarket/peopleinwork/employmentandemployeetypes/articles/ukandnonukpeopleinthelabourmarket/february2020, MainPoints: None
16:43:56 - INFO: Bulletin: employmentandlabourmarket/peopleinwork/earningsandworkinghours/articles/newmethodsformonthlyearningsandemploymentestimatesfrompayasyouearnrealtimeinformationpayertidata/december2019, MainPoints: None
16:43:58 - INFO: Bulletin: employmentandlabourmarket/peopleinwork/employmentandemployeetypes/articles/youngpeopleexpecthighpayandleisuretimefromselfemployment/2019-11-18, MainPoints: None
16:44:00 - INFO: Bulletin: employmentandlabourmarket/peopleinwork/earningsandworkinghours/articles/genderdifferencesincommutetimeandpay/2019-09-04, MainPoints: None
16:44:00 - INFO: Bulletin: employmentandlabourmarket/peopleinwork/earningsandworkinghours/articles/thecommutinggapwomenaremorelikelythanmentoleavetheirjoboveralongcommute/2019-09-04, MainPoints: None
16:44:01 - INFO: Bulletin: employmentandlabourmarket/peopleinwork/earningsandworkinghours/articles/ukearningsexplorer/2019-08-16, MainPoints: None
16:44:01 - INFO: Bulletin: employmentandlabourmarket/peopleinwork/earningsandworkinghours/articles/genderpaygapexplorer/2019-06-07, MainPoints: None
16:44:02 - INFO: Bulletin: employmentandlabourmarket/peopleinwork/workplacedisputesandworkingconditions/articles/labourdisputes/2018, MainPoints: None
16:44:04 - INFO: Bulletin: employmentandlabourmarket/peopleinwork/employmentandemployeetypes/articles/theprobabilityofautomationinengland/2011and2017, MainPoints: None
16:44:04 - INFO: Bulletin: employmentandlabourmarket/peopleinwork/employmentandemployeetypes/articles/whichoccupationsareathighestriskofbeingautomated/2019-03-25, MainPoints: None
16:44:05 - INFO: Bulletin: employmentandlabourmarket/peopleinwork/employmentandemployeetypes/articles/labourmarketflows/march2019, MainPoints: None
16:44:06 - INFO: Bulletin: employmentandlabourmarket/peopleinwork/employmentandemployeetypes/articles/leastqualifiedadultsmissoutonjobboostingtrainingandeducation/2019-01-10, MainPoints: None
16:44:06 - INFO: Bulletin: employmentandlabourmarket/peopleinwork/employmentandemployeetypes/articles/thecommutinggapmenaccountfor65ofcommuteslastingmorethananhour/2018-11-07, MainPoints: None
16:44:09 - INFO: Bulletin: employmentandlabourmarket/peopleinwork/earningsandworkinghours/compendium/distributionofukearningsanalyses/2017, MainPoints: None
16:44:09 - INFO: Bulletin: employmentandlabourmarket/peopleinwork/employmentandemployeetypes/articles/youngpeoplescareeraspirationsversusreality/2018-09-27, MainPoints: None
16:44:10 - INFO: Bulletin: employmentandlabourmarket/peopleinwork/employmentandemployeetypes/articles/oneineightyoungpeoplewithoutdegreesworkingraduatejobs/2018-09-18, MainPoints: None
16:44:11 - INFO: Bulletin: employmentandlabourmarket/peopleinwork/earningsandworkinghours/articles/supplementaryanalysisofaverageweeklyearnings/september2018, MainPoints: None
16:44:12 - INFO: Bulletin: employmentandlabourmarket/peopleinwork/employmentandemployeetypes/articles/sicknessabsencefallstothelowestratein24years/2018-07-30, MainPoints: None
16:44:13 - INFO: Bulletin: employmentandlabourmarket/peopleinwork/labourproductivity/articles/howproductiveisyourbusiness/2018-07-06, MainPoints: None
16:44:13 - INFO: Bulletin: employmentandlabourmarket/peopleinwork/workplacepensions/articles/pensionparticipationatrecordhighbutcontributionsclusteratminimumlevels/2018-05-04, MainPoints: None
16:44:14 - INFO: Bulletin: employmentandlabourmarket/peopleinwork/earningsandworkinghours/articles/contractsthatdonotguaranteeaminimumnumberofhours/april2018, MainPoints: None
16:44:15 - INFO: Bulletin: employmentandlabourmarket/peopleinwork/labourproductivity/articles/experimentaldataonthemanagementpracticesofmanufacturingbusinessesingreatbritain/2018-04-06, MainPoints: None
16:44:15 - INFO: Bulletin: employmentandlabourmarket/peopleinwork/earningsandworkinghours/articles/nationallivingwageearnersfallshortofaveragefamilyspending/2018-03-28, MainPoints: None
16:44:15 - INFO: Bulletin: employmentandlabourmarket/peopleinwork/employmentandemployeetypes/articles/trendsinselfemploymentintheuk/2018-02-07, MainPoints: None
16:44:16 - INFO: Bulletin: employmentandlabourmarket/peopleinwork/labourproductivity/articles/divisionlevellabourproductivityestimates/january2018, MainPoints: None
16:44:18 - INFO: Bulletin: employmentandlabourmarket/peopleinwork/earningsandworkinghours/articles/londonhadthesmallestgenderpaygap20yearsagobutnowithasthelargest/2017-11-27, MainPoints: None
16:44:19 - INFO: Bulletin: employmentandlabourmarket/peopleinwork/earningsandworkinghours/articles/ispayhigherinthepublicorprivatesector/2017-11-16, MainPoints: None
16:44:20 - INFO: Bulletin: employmentandlabourmarket/peopleinwork/earningsandworkinghours/articles/explorethegenderpaygapandtestyourknowledge/2017-10-26, MainPoints: None
16:44:20 - INFO: Bulletin: employmentandlabourmarket/peopleinwork/earningsandworkinghours/articles/howdothejobsmenandwomendoaffectthegenderpaygap/2017-10-06, MainPoints: None
16:44:21 - INFO: Bulletin: employmentandlabourmarket/peopleinwork/employmentandemployeetypes/articles/moremotherswithyoungchildrenworkingfulltime/2017-09-26, MainPoints: None
16:44:24 - INFO: Bulletin: employmentandlabourmarket/peopleinwork/earningsandworkinghours/articles/anoverviewofandcomparisonbetweenannualsurveyofhoursandearningsasheandaverageweeklyearningsawe/2017-09-14, MainPoints: None
16:44:24 - INFO: Bulletin: employmentandlabourmarket/peopleinwork/workplacepensions/articles/howareprivatepensionsaffectingtheincomeofretiredhouseholds/2017-08-08, MainPoints: None
16:44:25 - INFO: Bulletin: employmentandlabourmarket/peopleinwork/employmentandemployeetypes/articles/monitoringthequalityoflabourforcesurveyresults/2017-05-22, MainPoints: None
16:44:27 - INFO: Bulletin: employmentandlabourmarket/peopleinwork/labourproductivity/articles/introducingquarterlyregionallabourinputmetrics/2017-04-11, MainPoints: None
16:44:30 - INFO: Bulletin: employmentandlabourmarket/peopleinwork/earningsandworkinghours/articles/billionpoundlossinvolunteeringeffort/2017-03-16, MainPoints: None
16:44:33 - INFO: Bulletin: employmentandlabourmarket/peoplenotinwork/unemployment/articles/whichgroupsfindithardesttofindajobfollowingaperiodoutofwork/2021-03-30, MainPoints: None
16:44:35 - INFO: Bulletin: employmentandlabourmarket/peoplenotinwork/economicinactivity/articles/despiterecordemploymentnearly10ofadultshaveneverdonepaidwork/2019-02-28, MainPoints: None
16:44:36 - INFO: Bulletin: employmentandlabourmarket/peoplenotinwork/unemployment/articles/childrenlivinginlongtermworklesshouseholds/uk, MainPoints: None
16:44:44 - INFO: Bulletin: peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/articles/deathsathomeincreasedbyathirdin2020whiledeathsinhospitalsfellexceptforcovid19/2021-05-07, MainPoints: None
16:44:53 - INFO: Bulletin: peoplepopulationandcommunity/birthsdeathsandmarriages/families/articles/familiesandhouseholdsstatisticsexplained/2021-03-02, MainPoints: None
16:45:22 - INFO: Bulletin: peoplepopulationandcommunity/birthsdeathsandmarriages/ageing/articles/subnationalageingtool/2020-07-20, MainPoints: None
16:45:30 - INFO: Bulletin: peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/articles/wheretofindstatisticsonukdeathsinvolvingthecoronaviruscovid19andinfectionratesbycountry/2020-05-19, MainPoints: None
16:45:40 - INFO: Bulletin: peoplepopulationandcommunity/birthsdeathsandmarriages/ageing/articles/livinglongerisage70thenewage65/2019-11-19, MainPoints: None
16:45:43 - INFO: Bulletin: peoplepopulationandcommunity/birthsdeathsandmarriages/ageing/articles/howwouldyousupportourageingpopulation/2019-06-24, MainPoints: None
16:45:43 - INFO: Bulletin: peoplepopulationandcommunity/birthsdeathsandmarriages/livebirths/articles/babynamesexplorer/2019-06-07, MainPoints: None
16:45:44 - INFO: Bulletin: peoplepopulationandcommunity/birthsdeathsandmarriages/families/articles/thecostoflivingalone/2019-04-04, MainPoints: None
16:45:45 - INFO: Bulletin: peoplepopulationandcommunity/birthsdeathsandmarriages/ageing/articles/livinglongerhowourpopulationischangingandwhyitmatters/2019-03-15, MainPoints: None
16:45:46 - INFO: Bulletin: peoplepopulationandcommunity/birthsdeathsandmarriages/livebirths/articles/babynameswhereyoulivecouldshapewhatyoucallyourbaby/2018-09-21, MainPoints: None
16:45:49 - INFO: Bulletin: peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/articles/drugrelateddeathsdeepdiveintocoronersrecords/2018-08-06, MainPoints: None
16:45:52 - INFO: Bulletin: peoplepopulationandcommunity/birthsdeathsandmarriages/ageing/articles/howdothepostworldwarbabyboomgenerationscompare/2018-03-06, MainPoints: None
16:45:53 - INFO: Bulletin: peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/articles/howdoesdeprivationvarybyleadingcauseofdeath/2017-11-01, MainPoints: None
16:45:55 - INFO: Bulletin: peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/articles/causesofdeathover100years/2017-09-18, MainPoints: None
16:45:55 - INFO: Bulletin: peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/articles/whoismostatriskofsuicide/2017-09-07, MainPoints: None
16:45:55 - INFO: Bulletin: peoplepopulationandcommunity/birthsdeathsandmarriages/marriagecohabitationandcivilpartnerships/articles/marriageanddivorceontheriseat65andover/2017-07-18, MainPoints: None
16:45:58 - INFO: Bulletin: peoplepopulationandcommunity/birthsdeathsandmarriages/ageing/articles/theimpactofthefirstworldwaronthe90andoverpopulationoftheuk/2015, MainPoints: None
16:45:58 - INFO: Bulletin: peoplepopulationandcommunity/birthsdeathsandmarriages/livebirths/articles/howhasthestudentpopulationchanged/2016-09-20, MainPoints: None
16:45:59 - INFO: Bulletin: peoplepopulationandcommunity/birthsdeathsandmarriages/livebirths/articles/thepopularityofthenamemuhammadmohammedmohammad/2016-09-02, MainPoints: None
16:45:59 - INFO: Bulletin: peoplepopulationandcommunity/birthsdeathsandmarriages/livebirths/articles/babynamessince1904howhasyoursperformed/2016-09-02, MainPoints: None
16:46:00 - INFO: Bulletin: peoplepopulationandcommunity/birthsdeathsandmarriages/marriagecohabitationandcivilpartnerships/articles/whatsthebesttimeforawedding/2016-08-26, MainPoints: None
16:46:01 - INFO: Bulletin: peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/articles/doesoursexaffectwhatwediefrom/2016-07-13, MainPoints: None
16:46:02 - INFO: Bulletin: peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/articles/deathsfromlegalhighs/2016-04-28, MainPoints: None
16:46:02 - INFO: Bulletin: peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/articles/deathsinvolvinglegalhighsinenglandandwales/between2004and2013, MainPoints: None
16:46:03 - INFO: Bulletin: peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/articles/dementiaandrespiratorydiseasebehindbiggestannualdeathsincreasesincethe1960s/2016-04-07, MainPoints: None
16:46:12 - INFO: Bulletin: peoplepopulationandcommunity/crimeandjustice/articles/exploringthefeasibilityofasurveymeasuringchildabuseintheuk/january2021, MainPoints: None
16:46:19 - INFO: Bulletin: peoplepopulationandcommunity/crimeandjustice/articles/howdomesticabusedataarecapturedthroughthecriminaljusticesystem/2019-11-25, MainPoints: None
16:46:25 - INFO: Bulletin: peoplepopulationandcommunity/crimeandjustice/articles/modernslaveryintheuk/march2020, MainPoints: None
16:46:34 - INFO: Bulletin: peoplepopulationandcommunity/crimeandjustice/articles/howmuchdoyoureallyknowaboutcrime/2018-11-06, MainPoints: None
16:46:35 - INFO: Bulletin: peoplepopulationandcommunity/crimeandjustice/articles/developingameasureofcontrollingorcoercivebehaviour/2019-04-18, MainPoints: None
16:46:36 - INFO: Bulletin: peoplepopulationandcommunity/crimeandjustice/articles/sexualoffendingvictimisationandthepaththroughthecriminaljusticesystem/2018-12-13, MainPoints: None
16:46:41 - INFO: Bulletin: peoplepopulationandcommunity/crimeandjustice/articles/redesignofcrimesurveyforenglandandwalescsewcorequestionsforonlinecollection/2018-07-19, MainPoints: None
16:46:44 - INFO: Bulletin: peoplepopulationandcommunity/crimeandjustice/articles/overviewoffraudandcomputermisusestatisticsforenglandandwales/2018-01-25, MainPoints: None
16:46:44 - INFO: Bulletin: peoplepopulationandcommunity/crimeandjustice/articles/peoplewhowereabusedaschildrenaremorelikelytobeabusedasanadult/2017-09-27, MainPoints: None
16:46:44 - INFO: Bulletin: peoplepopulationandcommunity/crimeandjustice/articles/peoplegreatlyoverestimatetheirlikelihoodofbeingrobbed/2017-09-07, MainPoints: None
16:46:45 - INFO: Bulletin: peoplepopulationandcommunity/crimeandjustice/articles/publicperceptionsofcrimeinenglandandwales/yearendingmarch2016, MainPoints: None
16:46:45 - INFO: Bulletin: peoplepopulationandcommunity/crimeandjustice/articles/overviewofrobberyandtheftfromtheperson/2017-07-20, MainPoints: None
16:46:46 - INFO: Bulletin: peoplepopulationandcommunity/crimeandjustice/articles/overviewofbicycletheft/2017-07-20, MainPoints: None
16:46:46 - INFO: Bulletin: peoplepopulationandcommunity/crimeandjustice/articles/overviewofvehiclerelatedtheft/2017-07-20, MainPoints: None
16:46:46 - INFO: Bulletin: peoplepopulationandcommunity/crimeandjustice/articles/overviewofburglaryandotherhouseholdtheft/englandandwales, MainPoints: None
16:46:47 - INFO: Bulletin: peoplepopulationandcommunity/crimeandjustice/compendium/focusonviolentcrimeandsexualoffences/yearendingmarch2016, MainPoints: None
16:46:47 - INFO: Bulletin: peoplepopulationandcommunity/crimeandjustice/articles/researchoutputsdevelopingacrimeseverityscoreforenglandandwalesusingdataoncrimesrecordedbythepolice/2016-11-29, MainPoints: None
16:46:52 - INFO: Bulletin: peoplepopulationandcommunity/crimeandjustice/articles/overviewoffraudstatistics/yearendingmarch2016, MainPoints: None
16:46:52 - INFO: Bulletin: peoplepopulationandcommunity/crimeandjustice/compendium/crimestatisticsfocusonpublicperceptionsofcrimeandthepoliceandthepersonalwellbeingofvictims/2015-03-26, MainPoints: None
16:46:58 - INFO: Bulletin: peoplepopulationandcommunity/culturalidentity/religion/articles/exploringreligioninenglandandwales/february2020, MainPoints: None
16:47:00 - INFO: Bulletin: peoplepopulationandcommunity/culturalidentity/sexuality/articles/lesbiangayandbisexualpeoplesaytheyexperiencealowerqualityoflife/2017-07-05, MainPoints: None
16:47:01 - INFO: Bulletin: peoplepopulationandcommunity/culturalidentity/sexuality/articles/subnationalsexualidentityestimates/uk2013to2015, MainPoints: None
16:47:02 - INFO: Bulletin: peoplepopulationandcommunity/culturalidentity/sexuality/bulletins/integratedhouseholdsurvey/2015-10-01, MainPoints: None
16:47:02 - INFO: Bulletin: peoplepopulationandcommunity/culturalidentity/language/articles/peoplewhocannotspeakenglishwellaremorelikelytobeinpoorhealth/2015-07-09, MainPoints: None
16:47:02 - INFO: Bulletin: peoplepopulationandcommunity/culturalidentity/ethnicity/articles/peopleidentifyingasotherwhitehasincreasedbyoveramillionsince2001/2015-06-26, MainPoints: None
16:47:04 - INFO: Bulletin: peoplepopulationandcommunity/culturalidentity/religion/articles/howreligionhaschangedinenglandandwales/2015-06-04, MainPoints: None
16:47:05 - INFO: Bulletin: peoplepopulationandcommunity/culturalidentity/ethnicity/articles/ethnicityandthelabourmarket2011censusenglandandwales/2014-11-13, MainPoints: None
